"","site.code","session","site.accession","subplot","rep","species","N","occ","density","max.tree","mean.tree","mode.tree","sd.tree","Liqr.tree","Uiqr.tree","mean.occtree","mode.occtree","sd.occtree","Liqr.occtree","Uiqr.occtree","tree.count"
"1926","DSUN","11","DSUN011","6","DSUN011-6","GHFF",56,7,0.14,15.5,2.94736842105263,0,5.11233458532212,0,3,8,3,5.59016994374947,3,11.75,19
"1927","DSUN","11","DSUN011","7","DSUN011-7","GHFF",55.5,6,0.13875,15.5,3.08333333333333,0,5.82401216062079,0,3,9.25,15.5,6.84653196881458,3,15.5,18
"1928","DSUN","11","DSUN011","8","DSUN011-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1929","DSUN","11","DSUN011","9","DSUN011-9","GHFF",43.5,7,0.10875,15.5,1.24285714285714,0,3.2092958467447,0,0,6.21428571428571,3,4.72455591261534,3,8,35
"1930","DSUN","11","DSUN011","10","DSUN011-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1931","DSUN","12","DSUN012","1","DSUN012-1","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1932","DSUN","12","DSUN012","2","DSUN012-2","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1933","DSUN","12","DSUN012","3","DSUN012-3","GHFF",69,13,0.1725,8,3,0,3.30289129537908,0,5.5,5.30769230769231,3,2.59437260831385,3,8,23
"1934","DSUN","12","DSUN012","4","DSUN012-4","GHFF",32,9,0.08,8,2,3,2.19089023002066,0,3,3.55555555555556,3,1.66666666666667,3,3,16
"1935","DSUN","12","DSUN012","5","DSUN012-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1936","DSUN","12","DSUN012","6","DSUN012-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1937","DSUN","12","DSUN012","7","DSUN012-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1938","DSUN","12","DSUN012","8","DSUN012-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1939","DSUN","12","DSUN012","9","DSUN012-9","GHFF",70,10,0.175,15.5,2,0,4.12132188959405,0,3,7,3,5.02770104299945,3,8,35
"1940","DSUN","12","DSUN012","10","DSUN012-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1941","DSUN","13","DSUN013","1","DSUN013-1","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1942","DSUN","13","DSUN013","2","DSUN013-2","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1943","DSUN","13","DSUN013","3","DSUN013-3","GHFF",19,3,0.0475,8,0.826086956521739,0,2.34815544461921,0,0,6.33333333333333,8,2.88675134594813,5.5,8,23
"1944","DSUN","13","DSUN013","4","DSUN013-4","GHFF",30,5,0.075,8,1.875,0,3.20156211871642,0,3,6,8,2.73861278752583,3,8,16
"1945","DSUN","13","DSUN013","5","DSUN013-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1946","DSUN","13","DSUN013","6","DSUN013-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1947","DSUN","13","DSUN013","7","DSUN013-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1948","DSUN","13","DSUN013","8","DSUN013-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1949","DSUN","13","DSUN013","9","DSUN013-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"1950","DSUN","13","DSUN013","10","DSUN013-10","GHFF",11,2,0.0275,8,0.523809523809524,0,1.83354977077383,0,0,5.5,8,3.53553390593274,4.25,6.75,21
"1951","DTOW","1","DTOW001","1","DTOW001-1","GHFF",3,1,0.0075,3,0.142857142857143,0,0.654653670707977,0,0,3,3,0,3,3,21
"1952","DTOW","1","DTOW001","2","DTOW001-2","GHFF",201.5,3,0.50375,150.5,12.59375,0,37.9588455874692,0,0,67.1666666666667,15.5,72.8583099813146,25.5,93,16
"1953","DTOW","1","DTOW001","3","DTOW001-3","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1954","DTOW","1","DTOW001","4","DTOW001-4","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1955","DTOW","1","DTOW001","5","DTOW001-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1956","DTOW","1","DTOW001","6","DTOW001-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1957","DTOW","1","DTOW001","7","DTOW001-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1958","DTOW","1","DTOW001","8","DTOW001-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1959","DTOW","1","DTOW001","9","DTOW001-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1960","DTOW","1","DTOW001","10","DTOW001-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1961","DTOW","2","DTOW002","1","DTOW002-1","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1962","DTOW","2","DTOW002","2","DTOW002-2","GHFF",143.5,7,0.35875,75.5,8.96875,0,20.0078890690647,0,4.25,20.5,3,26.9258240356725,3,25.5,16
"1963","DTOW","2","DTOW002","3","DTOW002-3","GHFF",14,3,0.035,8,1.16666666666667,0,2.44329633276379,0,0.75,4.66666666666667,3,2.88675134594813,3,5.5,12
"1964","DTOW","2","DTOW002","4","DTOW002-4","GHFF",6,2,0.015,3,0.315789473684211,0,0.945905302926917,0,0,3,3,0,3,3,19
"1965","DTOW","2","DTOW002","5","DTOW002-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1966","DTOW","2","DTOW002","6","DTOW002-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1967","DTOW","2","DTOW002","7","DTOW002-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1968","DTOW","2","DTOW002","8","DTOW002-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1969","DTOW","2","DTOW002","9","DTOW002-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1970","DTOW","2","DTOW002","10","DTOW002-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1971","DTOW","3","DTOW003","1","DTOW003-1","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1972","DTOW","3","DTOW003","2","DTOW003-2","GHFF",94.5,4,0.23625,35.5,5.90625,0,12.292570588232,0,2,23.625,35.5,14.0497627500728,13.625,35.5,16
"1973","DTOW","3","DTOW003","3","DTOW003-3","GHFF",66.5,3,0.16625,35.5,5.54166666666667,0,11.1690691671511,0,3.875,22.1666666666667,15.5,11.5470053837925,15.5,25.5,12
"1974","DTOW","3","DTOW003","4","DTOW003-4","GHFF",14,3,0.035,8,0.736842105263158,0,1.99560921534024,0,0,4.66666666666667,3,2.88675134594813,3,5.5,19
"1975","DTOW","3","DTOW003","5","DTOW003-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1976","DTOW","3","DTOW003","6","DTOW003-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1977","DTOW","3","DTOW003","7","DTOW003-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1978","DTOW","3","DTOW003","8","DTOW003-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1979","DTOW","3","DTOW003","9","DTOW003-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1980","DTOW","3","DTOW003","10","DTOW003-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1981","DTOW","4","DTOW004","1","DTOW004-1","GHFF",14,3,0.035,8,0.666666666666667,0,1.90613046073277,0,0,4.66666666666667,3,2.88675134594813,3,5.5,21
"1982","DTOW","4","DTOW004","2","DTOW004-2","GHFF",167,9,0.4175,35.5,10.4375,0,13.7609047667659,0,15.5,18.5555555555556,35.5,13.6231522702265,8,35.5,16
"1983","DTOW","4","DTOW004","3","DTOW004-3","GHFF",24.5,4,0.06125,15.5,2.04166666666667,0,4.44388411871935,0,3,6.125,3,6.25,3,6.125,12
"1984","DTOW","4","DTOW004","4","DTOW004-4","GHFF",40.5,6,0.10125,15.5,2.13157894736842,0,4.14273830959118,0,3,6.75,3,4.93710441453287,3,8,19
"1985","DTOW","4","DTOW004","5","DTOW004-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1986","DTOW","4","DTOW004","6","DTOW004-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1987","DTOW","4","DTOW004","7","DTOW004-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1988","DTOW","4","DTOW004","8","DTOW004-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1989","DTOW","4","DTOW004","9","DTOW004-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1990","DTOW","4","DTOW004","10","DTOW004-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1991","DTOW","5","DTOW005","1","DTOW005-1","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1992","DTOW","5","DTOW005","2","DTOW005-2","GHFF",38.5,7,0.09625,15.5,2.40625,0,4.1360961868248,0,3,5.5,3,4.78713553878169,3,5.5,16
"1993","DTOW","5","DTOW005","3","DTOW005-3","GHFF",20,5,0.05,8,1.66666666666667,0,2.46182981958665,0,3,4,3,2.23606797749979,3,3,12
"1994","DTOW","5","DTOW005","4","DTOW005-4","GHFF",3,1,0.0075,3,0.157894736842105,0,0.688247201611685,0,0,3,3,0,3,3,19
"1995","DTOW","5","DTOW005","5","DTOW005-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1996","DTOW","5","DTOW005","6","DTOW005-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1997","DTOW","5","DTOW005","7","DTOW005-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1998","DTOW","5","DTOW005","8","DTOW005-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1999","DTOW","5","DTOW005","9","DTOW005-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2000","DTOW","5","DTOW005","10","DTOW005-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2001","DTOW","6","DTOW006","1","DTOW006-1","GHFF",3,1,0.0075,3,0.142857142857143,0,0.654653670707977,0,0,3,3,0,3,3,21
"2002","DTOW","6","DTOW006","2","DTOW006-2","GHFF",34,8,0.085,8,2.125,0,2.70493376382245,0,3,4.25,3,2.31455024943138,3,4.25,16
"2003","DTOW","6","DTOW006","3","DTOW006-3","GHFF",29.5,4,0.07375,15.5,2.45833333333333,0,4.76472995196491,0,3,7.375,3,5.90726953281576,3,9.875,12
"2004","DTOW","6","DTOW006","4","DTOW006-4","GHFF",26.5,3,0.06625,15.5,1.39473684210526,0,3.91783297304497,0,0,8.83333333333333,15.5,6.29152869605896,5.5,11.75,19
"2005","DTOW","6","DTOW006","5","DTOW006-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2006","DTOW","6","DTOW006","6","DTOW006-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2007","DTOW","6","DTOW006","7","DTOW006-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2008","DTOW","6","DTOW006","8","DTOW006-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2009","DTOW","6","DTOW006","9","DTOW006-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2010","DTOW","6","DTOW006","10","DTOW006-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2011","DTOW","7","DTOW007","1","DTOW007-1","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"2012","DTOW","7","DTOW007","2","DTOW007-2","GHFF",130,10,0.325,35.5,8.125,0,11.8567842745549,0,9.875,13,3,12.801909579781,3,15.5,16
"2013","DTOW","7","DTOW007","3","DTOW007-3","GHFF",34.5,4,0.08625,15.5,2.875,0,5.02776382608701,0,4.25,8.625,8,5.15388203202208,6.75,9.875,12
"2014","DTOW","7","DTOW007","4","DTOW007-4","GHFF",22,4,0.055,8,1.15789473684211,0,2.58764495878947,0,0,5.5,8,2.88675134594813,3,8,19
"2015","DTOW","7","DTOW007","5","DTOW007-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2016","DTOW","7","DTOW007","6","DTOW007-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2017","DTOW","7","DTOW007","7","DTOW007-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2018","DTOW","7","DTOW007","8","DTOW007-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2019","DTOW","7","DTOW007","9","DTOW007-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2020","DTOW","7","DTOW007","10","DTOW007-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2021","DTOW","8","DTOW008","1","DTOW008-1","GHFF",8,1,0.02,8,0.380952380952381,0,1.74574312188794,0,0,8,8,0,8,8,21
"2022","DTOW","8","DTOW008","2","DTOW008-2","GHFF",76,7,0.19,15.5,4.75,0,6.74289749786148,0,9.875,10.8571428571429,15.5,6.0257384451637,5.5,15.5,16
"2023","DTOW","8","DTOW008","3","DTOW008-3","GHFF",62,4,0.155,35.5,5.16666666666667,0,10.6735299889138,0,4.25,15.5,15.5,14.2886901662352,6.75,20.5,12
"2024","DTOW","8","DTOW008","4","DTOW008-4","GHFF",51,7,0.1275,15.5,2.68421052631579,0,4.96434656748552,0,3,7.28571428571429,3,5.90096844352082,3,11.75,19
"2025","DTOW","8","DTOW008","5","DTOW008-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2026","DTOW","8","DTOW008","6","DTOW008-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2027","DTOW","8","DTOW008","7","DTOW008-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2028","DTOW","8","DTOW008","8","DTOW008-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2029","DTOW","8","DTOW008","9","DTOW008-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2030","DTOW","8","DTOW008","10","DTOW008-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2031","DTOW","9","DTOW009","1","DTOW009-1","GHFF",25,5,0.0625,8,1.19047619047619,0,2.50237981967262,0,0,5,3,2.73861278752583,3,8,21
"2032","DTOW","9","DTOW009","2","DTOW009-2","GHFF",53.5,7,0.13375,15.5,3.34375,0,4.72834978260563,0,8,7.64285714285714,8,4.19040854923763,5.5,8,16
"2033","DTOW","9","DTOW009","3","DTOW009-3","GHFF",29.5,4,0.07375,15.5,2.45833333333333,0,4.76472995196491,0,3,7.375,3,5.90726953281576,3,9.875,12
"2034","DTOW","9","DTOW009","4","DTOW009-4","GHFF",40.5,6,0.10125,15.5,2.13157894736842,0,4.14273830959118,0,3,6.75,3,4.93710441453287,3,8,19
"2035","DTOW","9","DTOW009","5","DTOW009-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2036","DTOW","9","DTOW009","6","DTOW009-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2037","DTOW","9","DTOW009","7","DTOW009-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2038","DTOW","9","DTOW009","8","DTOW009-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2039","DTOW","9","DTOW009","9","DTOW009-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2040","DTOW","9","DTOW009","10","DTOW009-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2041","DTOW","10","DTOW010","1","DTOW010-1","GHFF",51.5,8,0.12875,15.5,2.45238095238095,0,4.13492672820439,0,3,6.4375,3,4.41941738241592,3,8,21
"2042","DTOW","10","DTOW010","2","DTOW010-2","GHFF",227.5,10,0.56875,35.5,14.21875,0,15.6715971851414,0,35.5,22.75,35.5,13.9169161654282,9.875,35.5,16
"2043","DTOW","10","DTOW010","3","DTOW010-3","GHFF",31.5,3,0.07875,15.5,2.625,0,5.09511798418126,0,2,10.5,8,4.33012701892219,8,11.75,12
"2044","DTOW","10","DTOW010","4","DTOW010-4","GHFF",8,1,0.02,8,0.421052631578947,0,1.83532587096449,0,0,8,8,0,8,8,19
"2045","DTOW","10","DTOW010","5","DTOW010-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2046","DTOW","10","DTOW010","6","DTOW010-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2047","DTOW","10","DTOW010","7","DTOW010-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2048","DTOW","10","DTOW010","8","DTOW010-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2049","DTOW","10","DTOW010","9","DTOW010-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2050","DTOW","10","DTOW010","10","DTOW010-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2051","DTOW","11","DTOW011","1","DTOW011-1","GHFF",35,5,0.0875,8,1.66666666666667,0,3.21455025366432,0,0,7,8,2.23606797749979,8,8,21
"2052","DTOW","11","DTOW011","2","DTOW011-2","GHFF",237.5,10,0.59375,35.5,14.84375,0,16.9378459374266,0,35.5,23.75,35.5,15.5924661295127,6.125,35.5,16
"2053","DTOW","11","DTOW011","3","DTOW011-3","GHFF",98,6,0.245,35.5,8.16666666666667,0,10.9073230890855,0,15.5,16.3333333333333,15.5,10.0829889748361,9.875,15.5,12
"2054","DTOW","11","DTOW011","4","DTOW011-4","GHFF",19,3,0.0475,8,1,0,2.5603819159562,0,0,6.33333333333333,8,2.88675134594813,5.5,8,19
"2055","DTOW","11","DTOW011","5","DTOW011-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2056","DTOW","11","DTOW011","6","DTOW011-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2057","DTOW","11","DTOW011","7","DTOW011-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2058","DTOW","11","DTOW011","8","DTOW011-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2059","DTOW","11","DTOW011","9","DTOW011-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2060","DTOW","11","DTOW011","10","DTOW011-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2061","DTOW","12","DTOW012","1","DTOW012-1","GHFF",38,6,0.095,8,1.80952380952381,0,3.20342079064002,0,3,6.33333333333333,8,2.58198889747161,4.25,8,21
"2062","DTOW","12","DTOW012","2","DTOW012-2","GHFF",164,8,0.41,35.5,10.25,0,13.8888444443733,0,15.5,20.5,35.5,13.1610898376345,13.625,35.5,16
"2063","DTOW","12","DTOW012","3","DTOW012-3","GHFF",88.5,7,0.22125,35.5,7.375,0,10.5918600821574,0,9.875,12.6428571428571,8,11.3126562078139,5.5,15.5,12
"2064","DTOW","12","DTOW012","4","DTOW012-4","GHFF",39,3,0.0975,15.5,2.05263157894737,0,5.0796290788745,0,0,13,15.5,4.33012701892219,11.75,15.5,19
"2065","DTOW","12","DTOW012","5","DTOW012-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2066","DTOW","12","DTOW012","6","DTOW012-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2067","DTOW","12","DTOW012","7","DTOW012-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2068","DTOW","12","DTOW012","8","DTOW012-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2069","DTOW","12","DTOW012","9","DTOW012-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2070","DTOW","12","DTOW012","10","DTOW012-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2071","DTOW","13","DTOW013","1","DTOW013-1","GHFF",83.5,12,0.20875,15.5,3.97619047619048,0,4.42853302594717,0,8,6.95833333333333,8,3.60843918243516,3,8,21
"2072","DTOW","13","DTOW013","2","DTOW013-2","GHFF",83,11,0.2075,15.5,5.1875,0,5.2021630116712,0,8,7.54545454545455,8,4.58505477314364,3,8,16
"2073","DTOW","13","DTOW013","3","DTOW013-3","GHFF",74,8,0.185,15.5,6.16666666666667,8,5.66622101634419,0,8,9.25,8,4.22577127364258,8,9.875,12
"2074","DTOW","13","DTOW013","4","DTOW013-4","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"2075","DTOW","13","DTOW013","5","DTOW013-5","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2076","DTOW","13","DTOW013","6","DTOW013-6","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2077","DTOW","13","DTOW013","7","DTOW013-7","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2078","DTOW","13","DTOW013","8","DTOW013-8","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2079","DTOW","13","DTOW013","9","DTOW013-9","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2080","DTOW","13","DTOW013","10","DTOW013-10","GHFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2081","DAVO","1","DAVO001","1","DAVO001-1","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"2082","DAVO","1","DAVO001","2","DAVO001-2","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2083","DAVO","1","DAVO001","3","DAVO001-3","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2084","DAVO","1","DAVO001","4","DAVO001-4","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2085","DAVO","1","DAVO001","5","DAVO001-5","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"2086","DAVO","1","DAVO001","6","DAVO001-6","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2087","DAVO","1","DAVO001","7","DAVO001-7","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2088","DAVO","1","DAVO001","8","DAVO001-8","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2089","DAVO","1","DAVO001","9","DAVO001-9","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2090","DAVO","1","DAVO001","10","DAVO001-10","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"2091","DAVO","2","DAVO002","1","DAVO002-1","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"2092","DAVO","2","DAVO002","2","DAVO002-2","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2093","DAVO","2","DAVO002","3","DAVO002-3","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"2094","DAVO","2","DAVO002","4","DAVO002-4","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2095","DAVO","2","DAVO002","5","DAVO002-5","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"2096","DAVO","2","DAVO002","6","DAVO002-6","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2097","DAVO","2","DAVO002","7","DAVO002-7","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2098","DAVO","2","DAVO002","8","DAVO002-8","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2099","DAVO","2","DAVO002","9","DAVO002-9","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2100","DAVO","2","DAVO002","10","DAVO002-10","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"2101","DAVO","3","DAVO003","1","DAVO003-1","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"2102","DAVO","3","DAVO003","2","DAVO003-2","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2103","DAVO","3","DAVO003","3","DAVO003-3","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"2104","DAVO","3","DAVO003","4","DAVO003-4","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2105","DAVO","3","DAVO003","5","DAVO003-5","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"2106","DAVO","3","DAVO003","6","DAVO003-6","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2107","DAVO","3","DAVO003","7","DAVO003-7","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2108","DAVO","3","DAVO003","8","DAVO003-8","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2109","DAVO","3","DAVO003","9","DAVO003-9","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2110","DAVO","3","DAVO003","10","DAVO003-10","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"2111","DAVO","4","DAVO004","1","DAVO004-1","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"2112","DAVO","4","DAVO004","2","DAVO004-2","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2113","DAVO","4","DAVO004","3","DAVO004-3","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"2114","DAVO","4","DAVO004","4","DAVO004-4","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2115","DAVO","4","DAVO004","5","DAVO004-5","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"2116","DAVO","4","DAVO004","6","DAVO004-6","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"2117","DAVO","4","DAVO004","7","DAVO004-7","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2118","DAVO","4","DAVO004","8","DAVO004-8","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2119","DAVO","4","DAVO004","9","DAVO004-9","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2120","DAVO","4","DAVO004","10","DAVO004-10","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"2121","DAVO","5","DAVO005","1","DAVO005-1","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"2122","DAVO","5","DAVO005","2","DAVO005-2","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2123","DAVO","5","DAVO005","3","DAVO005-3","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"2124","DAVO","5","DAVO005","4","DAVO005-4","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2125","DAVO","5","DAVO005","5","DAVO005-5","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"2126","DAVO","5","DAVO005","6","DAVO005-6","LRFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
